Species,Dr,EU_soil_texture
Artemeisia tridentata,2.5,C
Chrysothamnus nauseosus,2.5,C
Purshia tridentata,3,C
Hesperostipa comata,1.6,C
Salsola tragus,2.09,C
Ambrosia acanthicarpa,1.8,C
Phragmites australis,0.7,Wl
Miscanthus sinensis,0.25,Wl
Menyanthes trifoliata,0.3,Wl
Lobelia sessilifolia,0.15,Wl
Hydrangea paniculata,0.2,Wl
Ilex crenata,0.18,Wl
Pinus densiflora,0.13,Wl
Phragmites australis,2.5,Wl
Menyanthes trifoliata,1.2,Wl
Iris laevigata,0.3,Wl
Bidens frondosa,0.05,Wl
Isachne globosa,0.15,Wl
Crataegus songorica C. Koch,4,F
Crataegus songorica C. Koch,6.4,F
Agrostis halli,0.7,C
Festuca rubra,0.7,C
Avena barbata,0.5,C
Nassella pulchra,0.7,C
Brachypodium distachyon,0.5,C
Jatropha curcas,1.4,F
Fagus crenata Blume,0.25,M
Fagus crenata Blume,1.5,M
Fagus crenata Blume,0.4,M
Pseudotsuga menziesii,0.8,C
Aloe littoralis,0.4,
Commiphora saxicola,0.35,
Acanthosicyos horrida,4.75,
Eucalyptus alba x hybrids,6,C
Eucalyptus grandis,12,M
Eucalyptus grandis,11,F
Leucadendron laureolum,0.6,
Burkea africana,0.9,
Celtis mildbraedii,0.6,
Piptadeniastrum africanum,0.7,
Carapa procera,0.6,
Bouteloua gracilis,0.92,M
Bouteloua gracilis,1.1,C
Gutierrezia sarothrae,1.05,M
Gutierrezia sarothrae,2.05,C
Atriplex canescens,2.03,C
Crossopteryx febrifuga,2,C
Hyparrhenia diplandra,1.7,C
Quercus wislizenii,5.88,
Quercus kelloggii,11.31,
Quercus wislizenii,20.39,
Quercus wislizenii,14.94,
Quercus wislizenii,15.45,
Eryngium campestre,4.3,M
Anthyllis vulneraria,1.7,
Astragalus denudatus,1.5,
Leontodon tuberosus,0.75,
Chondrilla juncea,2.4,
Trifolium trichocephalum,1.25,
Carum caucasicum,1.1,
Onosma arenarium,1.3,C
Primula vulgaris,0.21,Wl
Dactylorhiza majalis,0.09,Wl
Calluna vulgaris,0.3,
Carlina acaulis,1.23,
Carlina acaulis,0.66,
Avena versicolor,0.3,
Potentilla aurea,0.55,
Picea mariana,0.6,Wl
Picea mariana,0.3,Wl
Picea mariana,0.2,Wl
Picea mariana,0.3,Wl
Larix laricina,0.6,Wl
Larix laricina,0.4,Wl
Larix laricina,0.3,Wl
Larix laricina,0.3,Wl
Grayia spinosa,2.15,M
Artemesia tridentata,2.15,M
Tamarix taklamakanensis,1.4,C
Grevillea robusta,3,F
Senna spectabilis,3,F
Zea mays,1.6,F
Quercus ilex L.,0.6,F
Banksia hookeriarra,8,C
Acer rubrum,3.5,C
Ziziphus jujube,10,C
Sequoia giganteum,1.83,
Mercurialis perennis,0.15,F
Mercurialis perennis,0.1,F
Carex nebrascensis,0.4,
Carex nebrascensis,0.6,
Carex nebrascensis,0.8,
Thuja occidentalis,0.35,C
Pseudotsuga menziesii,1.51,
Pinus resinosa,1.33,M
Pinus resinosa,1.19,M
Pinus resinosa,1.97,C
Pinus resinosa,1.64,C
Pinus resinosa,1.51,C
Pinus resinosa,1.79,C
Pinus resinosa,1.84,C
Pinus resinosa,1.43,C
Pinus resinosa,1.4,C
Pinus resinosa,1.6,C
Pinus resinosa,1.31,C
Pinus resinosa,1.51,C
Pinus resinosa,1.12,C
Pinus resinosa,0.99,C
Pinus resinosa,1.2,C
Pinus resinosa,1.36,C
Pinus resinosa,1.29,C
Pinus resinosa,1.35,C
Pinus rigida,2.74,
Pinus rigida,1.52,
Pinus rigida,2,
Pinus rigida,1.52,
Pinus echinata,2.74,
Pinus rigida,1.07,
Allenrolfea occidentalis,0.61,
Sarcobatus vermiculatus,1.09,
Medicago sativa,2.74,
Quercus suber L.,2.5,
Quercus suber L.,2,
Milicia excelsa,1.1,
Milicia excelsa,3.5,
Melaleuca halmaturorum,0.5,
Schaefferia cuneifolia,1.4,M
Celtis pallida Torr.,2,M
Prosopis glandulosa,2.1,M
Zanthoxylum fagara,1.6,M
Guaiacum angustifolium,1.2,C
Ziziphus obtusifolia,2,C
Celtis pallida Torr.,1.6,C
Prosopis glandulosa,2.4,C
Zanthoxylum fagara,1.4,C
,1.8,M
Dipterocarpus forest,32,M
Dipterocarpus forest,26,M
Prosopis glandulosa,2.25,C
Bridelia ferruginea,1,C
Bridelia ferruginea,1.2,C
Hyparrhenia spp.,0.75,C
Hyparrhenia spp.,0.8,C
Nothofagus dombeyi,0.8,M
Populus euramericana cv. I214,3,C
Populus tremuloides Michx,0.111,F
Corylus cornuta Marsh,0.081,F
Prunus mahaleb,13,F
Leguminosae sp.,12,F
Carex melanantha,0.55,M
Cobresia capilliformis,0.16,M
Cotoneaster megalocarpa,3.5,M
Acer semenovii,5.1,M
Armeniaca vulgaris,3.6,M
Poa pratensis,0.42,M
Zea mays L.,1.4,F
Zea mays L.,1.4,F
Picea sitchensis,0.56,Wl
Phalaris aquatica var. Atlas PG,1.49,F
Phalaris aquatica var. Australian,1.5,F
Phalaris aquatica var. Holdfast,1.12,F
Phalaris aquatica var. Landmaster,1.47,F
Dactylis glomerata var. Currie,0.93,F
Dactylis glomerata var. Porto,0.9,F
Festuca arundinacea var. AU Triumph,1.39,F
Festuca arundinacea var. Fraydo,1.28,F
Festuca arundinacea var. Resolute MaxP,1.43,F
Lolium perenne var. Avalon,1.24,F
Lolium perenne var. AVH 4,1.05,F
Thinopymm ponticum,1.32,F
Bromus stamineus,1.46,F
Plantago lanceolata,1.06,F
Microlaena stipoides,1.12,F
Pennisetum clandestinum,2.01,F
Phalaris aquatica,0.94,C
Dactylis glomerata,0.87,C
Festuca arundinacea,0.92,C
Lolium perenne,0.76,C
Thinopymm ponticum,0.75,C
Bromus stamineus,0.82,C
Plantago lanceolata,0.88,C
Microlaena stipoides,0.71,C
Pennisetum clandestinum,1.27,C
Radermachera sinica,0.62,M
Alchornea trewioides,0.37,M
Radermachera sinica,1.17,C
Alchornea trewioides,0.35,C
Radermachera sinica,0.68,M
Alchornea trewioides,0.26,M
Sindora coriacea,4,F
Arbutus unedo,7,C
Arbutus unedo,9,C
Arbutus unedo,7.5,C
,8,C
,8.5,C
Quercus ilex,7,C
Arbutus unedo,4.7,C
,11,C
Quercus ilex,12,F
Quercus ilex,11,F
Arbutus unedo,10,C
Quercus ilex,3.7,C
Pachycereus pringlei,1.15,
Prosopis Glandulosa,6,M
Tamarix ramosissima,0.34,C
Tamarix ramosissima,1.45,C
Tamarix ramosissima,0.85,C
Tamarix ramosissima,1.25,C
Fouquieria splendens,0.42,C
Eucalyptus pileata,28,C
Ziziphus mucronata,8,C
Acacia fleckii,28,C
Dichrostachys cinerea,20,C
Terminalia sericea,15,C
Boscia albitrunca,20,C
Acacia fleckii,15,C
Acacia fleckii,15,C
Acacia erioloba,35,C
Boscia albitrunca,35,C
Acacia erioloba,55,C
Acacia erioloba,40,C
Boscia albitrunca,40,C
Acacia erioloba,70,C
Boscia albitrunca,70,C
Acacia erioloba,47,C
Securidaca longipedunculata,60,C
Securidaca longipedunculata,40,C
Securidaca longipedunculata,30,C
Acacia erioloba,20,C
Dipterocarpus costatus,10,C
semi-closed canopy forest,5.75,F
Poaceae spp.,4,F
Quercus robur,0.9,Wl
Quercus robur,0.8,Wl
Quercus robur,0.6,M
Quercus robur,0.5,M
Quercus robur,0.4,M
Cecropia distachya Huber,0.3,M
Cecropia sciadophylla,0.17,M
Cecropia sciadophylla,0.26,M
Vismia macrophylla,0.28,M
Vismia japurensis,0.35,M
Vismia glaziovii,0.55,M
Miconia poeppigii,0.46,M
Goupia glabra,0.7,M
Clathrotropis macrocarpa Ducke,1.08,M
Brosimum rubescens,1.5,M
Artemesia tridentata,0.55,C
Stipa tenuis,0.6,C
Piptochaetium napostaense,0.6,C
Condalia microphylla,0.55,C
Pinus Radiata,4.57,M
Cupressus macrocarpa,4.57,M
Arundinaria alpina,3.96,M
Prosopis juliflora,53,C
Caesalpinia pyramidalis,0.78,F
Piptadenia obliqua,0.67,F
Mimosa tenuiflora,0.36,C
Pinus contorta,1.83,C
Pinus contorta,0.91,C
Aristida pungens,0.08,C
Hordeum murinum L.,0.1,C
Picea mariana,0.07,F
Picea Canadensis,0.8,F
Salix sp.,0.8,F
Picea mariana,0.12,C
Pinus Banksiana,0.8,C
Pinus Banksiana,0.5,C
Larix laricina,0.1,C
Betula papyrifera,0.3,C
Picea Canadensis,0.45,C
Populus balsamifera,0.42,C
Pinus strobus L.,0.4,C
Ficus pertusa,2,F
Cordia dodecandra,3,C
Enterolobium cyclocarpum,3,C
Brosimum alicastrum,3,C
Talisia oliviformis,3,C
Ficus cotinifolia,3,C
Enterolobium cyclocarpum,3,C
Brosimum alicastrum,3,C
Ficus cotinifolia,3,C
Enterolobium cyclocarpum,3,C
Spondias purpurea,3,C
Cordia dodecandra,3,C
Brosimum alicastrum,3,C
Talisia oliviformis,3,C
Ficus cotinifolia,3,C
Eucalyptus tereticornis,4.4,C
Picea abies,1.5,M
Picea abies,1.2,M
Picea abies,1.38,M
Picea sitchensis,0.25,Wl
Pinus contorta,0.45,Wl
Picea sitchensis,0.48,Wl
Picea sitchensis,0.58,Wl
Picea sitchensis,0.63,Wl
Stryphnodendron Barbatimao,4,M
Echinolaena sp.,1.5,M
Vernonia grandiflora,0.45,M
Cochlospermum insigne,1.4,M
Attalea exigua Drude,0.6,M
Acanthococos sp.,0.55,M
Capparis yco Mart.,5,
Quercus douglasii,0.53,M
Pinus elliottii Engelm. var. elliottii,3.3,C
Serenoa repens,2.05,C
Pseudotsuga menziesii,1.4,C
Artemisia tridentata,2.5,C
Chrysothamnus viscidiflorus,2,C
Leymus cinereus,2,C
Elymus elymoides,1,M
Oryzopsis hymenoides,1.5,C
Agropyron cristatum,1.5,C
Davilla kunthii,10,F
Artemeisia tridentata,2.5,C
Pinus taeda,4,F
Acer saccharum,1,F
Fraxinus americana L.,2,F
Juniperus sp.,1,F
Acer saccharum,0.6,F
Fraxinus americana L.,1.1,F
Lycopodium complanatum Var. Flabelliforme Fernald,0.13,
Eucalyptus polybractea,8,C
Eucalyptus polybractea,2,C
Eucalyptus polybractea,5,M
Eucalyptus loxophleba ssp. Lissophloia,2,M
Eucalyptus kochii ssp. Plenissima,9,M
Eucalyptus astringens,4,M
Eucalyptus horistes,10,M
Eucalyptus kochii ssp. Plenissima,8,M
Eucalyptus kochii ssp. Plenissima,7.75,F
Nothofagus sp.,0.5,M
Podocarpaceae,0.5,M
Populus trichocarpa,0.65,
Populus deltoides,1.35,
Populus balsamifera,1.25,
Populus balsamifera,0.9,
Picea glauca,0.4,
Populus tremuloides,0.3,
Populus angustifolia,1.4,
Populus angustifolia,0.75,
Populus angustifolia,1.15,
Pinus jeffreyi,3.75,C
Arctostaphylos patula,2,C
Isoetes eludens,0.03,
Ochna pulchra,2.2,C
Burkea africana,2.2,C
Terminalia sericea,2.2,C
Quercus prinus,2,C
Pinus rigida,0.7,C
Pinus rigida,3,C
Pinus rigida,1.5,C
,0.65,F
,0.55,F
,0.6,C
,0.6,C
,0.6,C
Annona dioica A.St.-Hil,0,C
Casearia sylvestris Sw.,1,C
Cecropia pachystachya Trécul,1.2,C
Curatella americana L.,0.8,C
Dipteryx alata Vogel,1,C
Mouriri elliptica Mart.,0.7,C
Sapium haematospermum Müll.Arg.,1,C
Simarouba versicolorA.St.-Hil.,1,C
Tabebuia aurea Benth. & Hook.f.,1.2,C
Zanthoxylum rigidum Humb. & Bonpl.,1.4,C
Annona dioica,0.8,C
Bowdichia virgilioides Kunth,1,C
Byrsonima cydoniifolia Mart.,0.6,C
Caryocar brasiliense Cambess.,0.7,C
Diospyros hispida A.DC.,0.5,C
Mouriri elliptica,0.6,C
Stryphnodendron adstringens,0.7,C
Tabebuia aurea,1.1,C
Thuja occidentalis,0.27,M
Thuja occidentalis,0.54,C
Fagus sylvatica,1,F
Picea abies,0.8,F
Fagus sylvatica,1,M
Picea abies,1,M
Picea glauca,1.12,C
Abies balsamea,1.35,C
Picea mariana,0.53,C
Picea glauca,0.56,C
Abies balsamea,0.56,C
Picea mariana,0.71,C
Abies balsamea,1.5,C
Picea glauca,0.84,C
Abies balsamea,0.97,C
Abies balsamea,0.84,C
Picea glauca,0.94,C
Picea glauca,0.84,C
Abies balsamea,0.97,C
Picea glauca,1.02,C
Abies balsamea,1.32,C
Picea mariana,1.22,C
Picea glauca,0.91,C
Abies balsamea,0.94,C
Picea mariana,0.51,C
Picea mariana,0.64,M
Abies balsamea,2.41,C
Picea mariana,0.66,C
Picea mariana,0.99,C
Picea mariana,0.51,C
Picea mariana,0.43,C
Abies balsamea,0.89,C
Picea mariana,0.36,C
Abies balsamea,0.61,C
Picea mariana,0.41,C
Picea glauca,1.88,C
Abies balsamea,3,C
Picea glauca,1.02,C
Abies balsamea,0.69,C
Abies balsamea,0.71,C
Picea mariana,0.33,C
Abies balsamea,0.69,C
Picea mariana,0.76,F
Picea mariana,0.66,M
Picea glauca,1.47,M
Abies balsamea,1.4,M
Picea mariana,0.56,M
Picea glauca,1.73,M
Abies balsamea,1.07,M
Picea mariana,0.53,M
Picea mariana,1.19,M
Picea glauca,1.78,M
Abies balsamea,1.02,M
Picea mariana,0.41,C
Pinus elliottii,2.3,C
Pinus elliottii,2.6,C
Nothofagus pumilo,1.75,M
Nothofagus antarctica,2.15,C
Festuca pallescens,1.8,C
Stipa speciosa,2.8,C
Nassauvia glomerulosa,2.8,C
Linaria haelava,0.05,C
Erucaria boveana,0.07,C
Aizoon hispanicum,0.03,C
Suaeda asphaltica,0.09,C
Zygophyllum dumosum,1.68,C
Haplophyllum tuberculatum,0.3,C
Heliotropium rotundifolium,0.3,C
Reseda muricata,0.2,C
Salsola rigida,0.35,C
Retama raetam,1.2,C
Atriplex Halimus,0.54,C
Acer saccharum,1.22,M
Quercus borealis maxima,1.24,M
Acer saccharum,1.12,M
Quercus borealis maxima,1.17,M
Acer saccharum,1.07,M
Acer saccharum,1.17,M
Acer saccharum,0.91,M
Acer saccharum,0.99,M
Acer saccharum,1.04,M
Acer saccharum,1.04,M
Acacia seyal,1.5,F
Annual grass,0.33,F
Lannea humilis,0.6,C
Annual grass,0.2,C
Acacia hockii,2,C
Annual grass,0.3,C
Populus fremontii,1.4,C
Populus fremontii,0.65,C
Populus fremontii,0.2,C
Dupontia fisheri,0.27,Wl
Carex aquatilis,0.25,Wl
Eriophorum angustifolium,0.33,Wl
Sparganium eurycarpum,0.12,Wl
Polygonum muhlenbergii,0.1,Wl
Sagittaria latifolia,0.15,Wl
Phragmites australis,0.25,Wl
Ranunculus delphinifolium,0.03,Wl
Sium ciculaefolium,0.07,Wl
Nuphar advena,0.25,Wl
Nymphaea odorata,0.25,Wl
Galium trifidum,0.02,Wl
Boltonia asteroides,0.06,Wl
Penthorum sedoides,0.01,Wl
Proserpinaca palustris,0.02,Wl
Ludwigia palustris,0.01,Wl
Callitriche palustris L.,0.01,Wl
Lilium canadense,0.1,Wl
Asclepia incarnata,0.08,Wl
Poa pratensis,0.07,Wl
Agrostis alba,0.04,Wl
Acalypha virginica,0.02,Wl
Eleocharis palustris,0.03,Wl
Lycopus americanus,0.03,Wl
Viola conspersa,0.07,Wl
Viola cucullata,0.06,Wl
Iris versicolor,0.1,Wl
Stipagrostis brevifolia,0.95,C
Ruschia robusta,0.55,C
Leipoldtia pauciflora,0.2,C
Anacardium excelsum,4.3,C
Pteridium aquilinum,0.7,C
Rubus ulmifolius,1.1,C
Cistus crispus L.,0.44,C
Cistus salvifolius,0.47,C
Crataegus monogyna,0.73,C
Daphne gnidium,1.52,C
Erica lusitanica,1.5,C
Erica scoparia,0.9,C
Lavandula stoechas,0.31,C
Myrtus communis,1.1,C
Pistacia lentiscus,0.5,C
Ulex jussiaei,1.5,C
Arbutus unedo,0.3,C
Chamaespartium tridentatum,0.4,C
Cistus ladanifer L.,0.1,C
Cytisus multiflorus,0.6,C
Cytisus striatus,0.35,C
Erica australis,0.35,C
Erica umbellata,0.2,C
Quercus pyrenaica,0.6,C
Carpinus betulus,1.3,M
Atriplex nummularia,0.5,M
Atriplex nummularia,0.5,C
Atriplex nummularia,0.5,C
Atriplex nummularia,0.5,C
Kochia prostrata,6.36,M
Kochia prostrata,4.1,M
Clusia sp.,0.45,Wl
Weinmannia loxensis,0.65,Wl
Styrax foveolaria,0.55,Wl
Graffenrieda emarginata,0.9,M
Clethra revoluta,1,M
Vismia tomentosa,1.05,M
Oryza sativa L.,6,C
Gossypium arboreum,7,C
Manihot esculenta,7,C
Passiflora edulis,2.5,C
Piper nigrum,2.5,C
Balsamorhiza sagittata,1.8,C
Achillea lanulosa,1.07,C
Agropyron inerme -Pseudoroegneria spicata,1.05,C
Aster spp.,1.4,C
Phlox longifolia,0.5,C
Potentilla blaschkeana,0.75,C
Lupinus spp,2.4,C
Clematis hirsutissima Pursh,1.4,F
Hackelia floribunda,1.4,F
Astragalus purshii,1.4,F
Stenotus lanuginosus,2,C
Crepis spp,2,C
Viola purpurea,2,C
Ratibida pinnata,1.45,M
Helianthus scaberrimus,0.88,M
Silphium terebinthinaceum,1.4,M
Silphium integrifolium Michx.,0.82,M
Stipa spartea,1.17,M
Carex varia,1.03,M
Andropogon furcatus,1.18,M
Solidago rigida,1.02,M
Aster multiflorus,0.72,M
Andropogon furcatus,1.13,M
Solidago rigida,1.4,M
Spartina michauxiana,1.59,F
Ratibida pinnata,0.75,F
Andropogon furcatus,1.77,F
Sporobolus brevifolius,0.49,C
Andropogon scoparius,1.12,C
Andropogon furcatus,1.08,C
Liatris scariosa,0.35,C
Rosa humilis,0.8,C
Opuntia rafinesquii,0.12,C
Chrysothamnus nauseosus,1.55,C
Chrysothamnus nauseosus,1.55,C
Quercus macrocarpa,4,M
Quercus macrocarpa,4.9,M
Juniperus virginiana,2.7,C
Juniperus virginiana,2.7,C
Celtis occidentalis,2.7,M
Gleditsia triacanthos,3.1,M
Robinia pseudoacacia,2.4,M
Crataegus mollis,1.5,M
Rhus glabra,2.1,M
Juglans nigra,3.4,M
Morus rubra,2.4,M
Morus alba,2.3,M
Populus deltoides,0.8,C
Populus deltoides,3.8,C
Populus deltoides,3.7,M
Fraxinus pennsylvanica,2.7,M
Fraxinus pennsylvanica,2.7,C
Fraxinus americana,1.8,M
Ulmus pumila,2.9,C
Ulmus pumila,2,C
Ulmus pumila,4.9,C
Platanus occidentalis,2.7,M
Acer saccharinum,3.4,M
Malus domestica,3.4,M
Zanthoxylum americanum,1.6,M
Ulmus americana,2.2,C
Ulmus americana,1.8,M
Ulmus rubra,2.1,M
Acer negundo,3.7,M
Acer negundo,2,F
Salix amygdaloides,4.3,M
Salix amygdaloides,0.8,C
Salix nigra,2.4,C
Cercis canadensis,1.8,M
Tilia americana,1.7,M
Aesculus glabra,1.3,M
Prunus americana,1.5,C
Prunus virginiana,1.5,M
Prunus armeniaca,2.3,M
Prunus sarotina,1.2,M
Ostrya virginiana,0.9,M
Cornus alternifolia L.f.,0.9,C
Tectona grandis,0.6,C
Amorpha canescens,1.98,C
Calamovilfa longifolia,2.04,C
Equisetum fluviatile,2.24,C
Salix alba,2.24,C
Quercus alba,3,M
Picea mariana,0.1,M
Picea mariana,0.3,M
Picea mariana,0.1,M
Larix occidentalis,0.3,M
Picea glauca,0.35,C
Picea glauca,0.5,M
Populus tremuloides,0.5,M
Populus tremuloides,0.5,M
Populus tremuloides,1.5,C
Populus tremuloides,1.5,C
Pinus banksiana,0.3,C
Pinus banksiana,1.2,C
Pinus banksiana,1.1,C
Pinus banksiana,1.5,C
Pinus banksiana,2,C
Abies balsamea,1.3,M
Abies balsamea,1.3,F
Artemisia tridentata ssp. vaseyana,2.43,C
Artemisia tridentata ssp. vaseyana,2.13,C
Artemisia tridentata ssp. wyomingensis,1.52,C
Eucalyptus globulus,3,C
Eucalyptus globulus,1.5,F
Eucalyptus globulus,3,C
Pinus radiata,5,C
Pinus radiata,2.5,C
Pinus radiata,2.5,F
Pinus pinaster,1.5,F
Pinus pinaster,3,C
Pinus pinaster,1.5,F
Pinus pinaster,2.5,F
Pinus pinaster,2,F
Eucalyptus kochii,2,F
Eucalyptus kochii,2,F
Eucalyptus kochii,5,C
Carex nebrascensis,0.65,
Malus domestica,3.05,C
Malus domestica,1.83,M
Malus domestica,1.52,M
Imperata cylindrica,1.8,C
Imperata cylindrica,1.8,C
Acacia mangium,5,C
Elaeis guineensis,5,C
Elaeis guineensis,5,C
Quercus alba,1.5,M
Baikiaea plurijuga,3.3,C
Baikiaea plurijuga,4.1,C
Pterocarpus lucens,5.3,C
Pterocarpus lucens,4.1,C
Baphia massaiensis,2,C
Baphia massaiensis,3,C
Brachystegia boehmii,3.3,F
Brachystegia boehmii,2.2,F
Brachystegia floribunda,3.1,F
Brachystegia floribunda,2.9,F
Brachystegia floribunda,2,F
Brachystegia floribunda,3.4,F
Brachystegia longifolia,2.95,C
Brachystegia longifolia,3.2,F
Brachystegia longifolia,2.4,F
Brachystegia longifolia,3.2,C
Brachystegia longifolia,2.3,C
Brachystegia longifolia,5.3,C
Brachystegia spiciformis,3.7,F
Brachystegia spiciformis,2,F
Brachystegia spiciformis,2.9,F
Brachystegia spiciformis,4.3,F
Brachystegia spiciformis,3.8,C
Brachystegia spiciformis,5.5,C
Brachystegia utilis,1.8,F
Brachystegia utilis,2.2,F
Brachystegia utilis,4,F
Dialium engleranum,2,C
Erythrophleum africanum,1.5,F
Erythrophleum africanum,1.7,F
Erythrophleum africanum,2.4,C
Erythrophleum africanum,1.9,C
Erythrophleum africanum,3.1,C
Faurea saligna,1.5,F
Hymenocardia acida,1.2,F
Isoberlinia angolensis,1.6,F
Isoberlinia angolensis,3.4,C
Isoberlinia angolensis,3.4,F
Isoberlinia angolensis,2.7,F
Isoberlinia angolensis,3.7,C
Julbernardia paniculata,1.3,F
Julbernardia paniculata,2,F
Julbernardia paniculata,3.7,F
Julbernardia paniculata,4.6,C
Julbernardia paniculata,3.7,F
Marquesia macroura,1.4,F
Marquesia macroura,3.8,C
Monotes africanus,2.3,F
Monotes africanus,1.8,F
Monotes africanus,2.7,C
Monotes africanus,1.1,F
Parinari curatellifolia,2.9,F
Parinari curatellifolia,1.8,F
Parinari curatellifolia,2,C
Parinari curatellifolia,1.8,F
Pericopsis angolensis,1.5,C
Pericopsis angolensis,2,F
Pseudolachnostylis maprouneifolia,1.2,F
Pseudolachnostylis maprouneifolia,1.4,C
Pseudolachnostylis maprouneifolia,1.9,C
Pseudolachnostylis maprouneifolia,2,C
Strychnos innocua,2.5,C
Strychnos innocua,0.9,F
Strychnos innocua,2.5,F
Strychnos pungens,1.3,C
Syzygium guineense subsp. afromontanum,1.9,F
Syzygium guineense subsp. afromontanum,3.1,C
Syzygium guineense subsp. macrocarpum,1.6,F
Syzygium guineense subsp. macrocarpum,1.8,C
Syzygium guineense subsp. macrocarpum,1.4,C
Uapaca kirkiana,0.8,F
Uapaca kirkiana,1.4,F
Uapaca kirkiana,1.4,F
Uapaca nitida,1.5,F
Acacia amythethophylla,3.3,F
Acacia gerrardii,3.3,F
Acacia goetzei ssp. goetzei,1.7,F
Acacia goetzei ssp. goetzei,2.5,F
Acacia polyacantha,2.9,F
Acacia sieberiana,3.6,F
Albizia amara,2.1,F
Albizia versicolor,2.8,F
Azanza garckeana,2.3,M
Combretum adenogonium,1.5,F
Dichrostachys cinerea,4,F
Diospyros lycioides,2.8,F
Dombeya sp.,2.8,M
Faidherbia albida,3.3,F
Faidherbia albida,2.9,F
Flueggea virosa,2.9,F
Flueggea virosa,1.5,M
Lantana camara,1.9,F
Philenoptera violacea,3.4,M
Markhamia obtusifolia,0.8,F
Phyllanthus muelleranus,0.7,M
Phyllanthus muelleranus,2.4,M
Piliostigma thonningii,2.5,F
Steganotaenia araliacea,1.6,M
Terminalia mollis,2.1,M
Triumfetta amuletum,1.9,M
Ziziphus abyssinica,2.2,C
Colophospermum mopane,1.6,C
Combretum apiculatum,1.1,C
Commiphora mollis,0.9,C
Commiphora mossambicensis,0.7,C
Grewia monticola,1.1,C
Kirkia acuminata,1.1,C
Terminalia sericea,2,C
Bauhinia petersiana ssp macrantha,1,M
Burkea africana,0.95,M
Combretum apiculatum,1.3,M
Combretum collinum Fresen.,2.6,M
Combretum zeyheri,1.2,M
Commiphora glandulosa Schinz,0.7,M
Dichrostachys cinerea,1.9,M
Dombeya rotundifolia,1.1,M
Grewia monticola,0.9,M
Grawia sp.,0.8,M
Ochna pulchra,1.2,M
Pseudolachnostylis maprouneifolia,1.6,M
Schinziophyton rautanenii,1.4,M
Strychnos cocculoides,2,M
Strychnos pungens,3.1,M
Terminalia sericea,1.6,M
Brachystegia boehmii,1.6,F
Brachystegia spiciformis,1.9,F
Baikiaea plurijuga,1.4,C
Bauhinia petersiana ssp macrantha,1.4,C
Commiphora glandulosa Schinz,1.3,C
Commiphora mossambicensis,0.7,C
Erythrophleum africanum,1.8,C
Guibourtia coleosperma,1.6,C
Pterocarpus angolensis,1.4,C
Schinziophyton rautanenii,1.7,C
Combretum hereroense,0.8,F
Piliostigma thonningii,1.5,F
Acacia nigrescens,1.2,C
Brachystegia spiciformis,2.9,C
Burkea africana,0.7,C
Colophospermum mopane,2.8,C
Combretum apiculatum,1.7,C
Combretum hereroense,1.9,C
Combretum imberbe,2.5,C
Commiphora glandulosa Schinz,1.3,C
Erythrophleum africanum,1.4,C
Peltophorum africanum,1.6,C
Piliostigma thonningii,2,C
Terminalia sericea,2,C
Terminalia sericea,1.5,C
Terminalia sericea,1.5,C
Baikiaea plurijuga,1.1,C
Brachystegia spiciformis,1.1,C
Burkea africana,1.2,C
Diplorhynchus condylocarpon,0.8,C
Erythrophleum africanum,0.9,C
Baikiaea plurijuga,1.5,C
Brachystegia spiciformis,3,C
Julbernardia globiflora,1.7,C
Pterocarpus angolensis,1.8,C
Schinziophyton rautanenii,1.5,C
Brachystegia boehmii,1.1,C
Colophospermum mopane,1.3,C
Colophospermum mopane,1.1,F
Acacia nigrescens,0.7,F
Acacia robusta ssp clavigera,0.9,F
Balanites aegyptiaca,1.1,F
Colophospermum mopane,0.6,F
Combretum celastroides Welw. ex M.A.Lawson,0.4,C
Combretum elaeagnoides Klotzsch,0.6,C
Entandrophragma caudatum,0.5,C
Brachystegia boehmii,0.7,C
Brachystegia boehmii,2,C
Julbernardia globiflora,0.6,C
Pericopsis angolensis,2,C
Pseudolachnostylis maprouneifolia,0.9,C
Acacia goetzei ssp. goetzei,1,C
Brachystegia boehmii,1.1,C
Brachystegia boehmii,1.2,C
Pericopsis angolensis,0.7,C
Acacia eriocarpa,0.5,C
Baphia massaiensis,0.65,C
Combretum collinum Fresen.,0.9,C
Combretum elaeagnoides,0.6,C
Commiphora ugogensis,1.2,C
Terminalia brachystemma,0.6,C
Acacia nigrescens,0.8,C
Acacia tortillis ssp spirocarpa,1.5,C
Lantana camara,1,C
Hippophae rhamnoides L.,2.05,
Pinus echinata Miller,1.12,M
Pinus echinata Miller,1.27,C
Pinus echinata Miller,1.19,C
Beilschmeidia sp.,1.85,M
Larix sibirica,1.85,
Larix sibirica,1.36,
Pinus sylvestris,1,
Betula pendula,0.8,
Larix sibirica,0.8,F
Anabasis articulata,3.5,C
Cornulaca monacantha Delile,2.4,C
Thymelaea hirsuta,3.5,C
Moltkiopsis ciliata,0.6,C
Alhagi sparsifolia,1.7,C
Karelinia caspia,2.2,C
Picea glauca,1.04,C
Picea glauca,0.4,C
Picea glauca,0.88,M
Picea glauca,0.24,M
Picea glauca,0.52,M
Picea glauca,0.18,C
Picea glauca,0.18,M
Picea glauca,0.21,F
Picea glauca,1.01,C
Picea glauca,0.27,C
Picea glauca,0.3,C
Picea glauca,0.24,F
